,location,BHK,total_sqft,bath,price
9739,Khadki,3,1540.0,3.0,80.0
9740,Kharadi,2,1265.0,2.0,72.0
9741,Kondhwa,3,1200.0,2.0,38.4
9742,Kondhwa Budruk,3,1300.0,2.0,80.0
9743,Kondhwa Khurd,2,1009.0,2.0,65.0
9744,Koregaon Park,3,1540.0,3.0,65.0
9745,Kothrud,3,1735.0,3.0,105.0
9747,Laxmi Road,2,497.0,1.0,20.0
9748,Lulla Nagar,3,2480.0,4.0,265.0
9749,Mahatma Gandhi Road,2,1142.0,2.0,35.0
9750,Mangalwar peth,3,1215.0,2.0,46.8
9751,Manik Bagh,2,1070.0,2.0,48.0
9752,Market yard,2,1125.0,2.0,32.49
9753,Model colony,2,1125.0,2.0,32.49
9754,Mukund Nagar,2,1575.0,2.0,85.0
9755,Mundhawa,2,1360.0,2.0,77.61
9756,Nagar Road,3,1710.0,3.0,85.0
9757,Nana Peth,2,1200.0,2.0,34.65
9758,Narayan Peth,4,2185.0,3.0,120.0
9759,Narayangaon,4,2400.0,4.0,135.0
9760,Navi Peth,2,1195.0,2.0,35.84
9761,Padmavati,2,1246.0,2.0,67.0
9762,Parvati Darshan,2,1012.0,2.0,45.0
9763,Pashan,2,998.0,2.0,65.0
9764,Paud Road,3,2400.0,3.0,250.0
9765,Pirangut,2,1130.0,2.0,85.0
9768,Rasta Peth,3,1354.0,2.0,98.0
9770,Sadashiv Peth,2,1389.0,2.0,94.0
9773,Sasson Road,2,1172.0,2.0,75.0
9775,Senapati Bapat Road,3,1495.0,3.0,60.0
9776,Shaniwar Peth,2,1738.0,2.0,57.35
9777,Shivaji Nagar,2,1315.0,2.0,50.0
9778,Shukrawar Peth,2,1270.0,2.0,73.0
9779,Sinhagad Road,2,1160.0,2.0,52.2
9780,Somwar Peth,3,1450.0,2.0,67.0
9781,Swargate,1,470.0,1.0,21.0
9782,Tilak Road,2,1040.0,2.0,78.0
9783,Uruli Devachi,2,1205.0,2.0,29.0
9784,Vadgaon Budruk,3,1215.0,2.0,50.0
9785,Wadgaon Sheri,2,1135.0,2.0,58.0
9786,Viman Nagar,3,1224.0,2.0,48.95
9787,Vishrant Wadi,1,664.0,1.0,34.0
9788,Wagholi,3,1160.0,2.0,42.0
9789,Wakadewadi,2,1200.0,2.0,105.0
9790,Wanowrie,3,1220.0,2.0,35.2
9791,Warje,2,1328.0,2.0,69.0
9792,Yerawada,2,975.0,2.0,45.0
9793,Alandi Road,3,1907.0,2.0,200.0
9794,Ambegaon Budruk,2,900.0,2.0,72.0
9795,Anandnagar,2,1330.0,2.0,80.0
9796,Aundh,4,2330.0,5.0,175.0
9797,Aundh Road,3,1222.0,3.0,95.0
9799,Baner,3,2100.0,3.0,135.0
9802,Bhavani Peth,3,1320.0,2.0,95.0
9806,Bund Garden Road,3,1330.0,2.0,46.55
9807,Camp,4,2000.0,4.0,130.0
9808,Chandan Nagar,2,1244.0,2.0,55.0
9809,Dapodi,2,1000.0,2.0,50.0
9810,Deccan Gymkhana,3,1400.0,3.0,45.0
9811,Dehu Road,2,1000.0,2.0,35.0
9813,Dhayari Phata,3,1250.0,2.0,50.0
9815,Erandwane,2,1225.0,2.0,48.0
9818,Ganesh Peth,3,1683.0,3.0,80.0
9819,Ganeshkhind,2,1250.0,2.0,54.0
9820,Ghorpade Peth,3,1305.0,2.0,110.0
9822,Gokhale Nagar,3,1150.0,2.0,57.5
9823,Gultekdi,3,1654.0,3.0,70.0
9825,Hadapsar,3,1890.0,4.0,125.0
9826,Hadapsar Industrial Estate,2,1069.0,2.0,55.0
9827,Hingne Khurd,2,750.0,1.0,18.5
9829,Kalyani Nagar,3,2400.0,3.0,177.0
9832,Kasba Peth,3,1680.0,3.0,130.0
9834,Khadaki,3,1700.0,3.0,93.5
9835,Khadki,4,2200.0,2.0,150.0
9836,Kharadi,3,1595.0,3.0,105.0
9837,Kondhwa,3,1480.0,3.0,100.0
9838,Kondhwa Budruk,3,1092.0,3.0,95.0
9841,Kothrud,3,1683.0,3.0,115.0
9842,Law College Road,2,545.0,2.0,22.34
9843,Laxmi Road,2,1340.0,2.0,73.0
9844,Lulla Nagar,3,1100.0,3.0,53.0
9845,Mahatma Gandhi Road,1,2000.0,1.0,200.0
9846,Mangalwar peth,2,1185.0,2.0,56.0
9847,Manik Bagh,2,1025.0,2.0,27.68
9848,Market yard,3,1730.0,3.0,95.0
9849,Model colony,3,1450.0,3.0,88.6
9850,Mukund Nagar,3,1862.0,4.0,110.0
9852,Nagar Road,3,2430.0,5.0,180.0
9853,Nana Peth,1,863.0,1.0,40.55
9854,Narayan Peth,2,1170.0,2.0,50.0
9855,Narayangaon,2,1075.0,2.0,50.0
9856,Navi Peth,2,1060.0,2.0,34.0
9857,Padmavati,2,850.0,2.0,32.0
9858,Parvati Darshan,2,935.0,2.0,45.9
9859,Pashan,4,1905.0,3.0,86.0
9861,Pirangut,2,1125.0,2.0,47.0
9863,Pune Railway Station,4,1500.0,4.0,105.0
9864,Rasta Peth,3,1725.0,3.0,85.0
9865,Raviwar Peth,2,1120.0,2.0,36.0
9866,Sadashiv Peth,3,1750.0,2.0,75.0
9867,Sahakar Nagar,3,2000.0,3.0,77.0
9868,Salunke Vihar,3,1745.0,3.0,98.0
9870,Satara Road,3,1270.0,2.0,55.25
9872,Shaniwar Peth,2,1180.0,2.0,72.0
9873,Shivaji Nagar,2,1130.0,2.0,75.0
9875,Sinhagad Road,3,1723.0,3.0,95.0
9876,Somwar Peth,2,1175.0,2.0,70.5
9877,Swargate,3,1607.0,2.0,112.0
9878,Tilak Road,2,1334.0,2.0,62.0
9881,Wadgaon Sheri,2,1113.0,2.0,70.0
9882,Viman Nagar,3,1300.0,2.0,58.0
9884,Wagholi,2,1200.0,2.0,60.0
9885,Wakadewadi,3,1900.0,3.0,190.0
9890,Ambegaon Budruk,2,1398.0,2.0,97.0
9891,Anandnagar,2,1152.0,1.0,66.0
9893,Aundh Road,2,1110.0,2.0,44.95
9894,Balaji Nagar,2,1116.0,2.0,47.0
9895,Baner,2,1061.0,2.0,33.84
9897,Bhandarkar Road,3,1300.0,2.0,52.0
9898,Bhavani Peth,2,1270.0,2.0,57.0
9899,Bibvewadi,2,966.0,2.0,50.0
9900,Bopodi,4,1200.0,4.0,110.0
9903,Camp,3,1630.0,3.0,131.0
9905,Dapodi,4,600.0,4.0,60.0
9906,Deccan Gymkhana,2,1202.0,2.0,65.0
9908,Dhankawadi,2,1300.0,2.0,80.0
9910,Dhole Patil Road,3,1360.0,2.0,70.0
9911,Erandwane,2,1155.0,2.0,69.18
9913,Fergusson College Road,2,1011.0,2.0,38.0
9914,Ganesh Peth,2,1203.0,2.0,72.0
9915,Ganeshkhind,3,1645.0,3.0,113.0
9916,Ghorpade Peth,3,1364.0,2.0,50.0
9917,Ghorpadi,2,1200.0,1.0,36.0
9918,Gokhale Nagar,1,1050.0,2.0,41.0
9919,Gultekdi,3,1365.0,3.0,66.0
9920,Guruwar peth,3,1252.0,3.0,70.0
9921,Hadapsar,3,1221.0,3.0,65.0
9922,Hadapsar Industrial Estate,2,1065.0,2.0,58.0
9923,Hingne Khurd,3,1270.0,2.0,55.25
9924,Jangali Maharaj Road,2,1032.0,2.0,45.0
9926,Karve Nagar,3,1515.0,2.0,69.0
9927,Karve Road,2,1427.0,2.0,52.0
9928,Kasba Peth,2,940.0,2.0,50.0
9930,Khadaki,3,1460.0,2.0,80.0
9931,Khadki,3,2275.0,4.0,175.0
9932,Kharadi,3,1522.0,3.0,90.0
9934,Kondhwa Budruk,2,1185.0,2.0,42.67
9936,Koregaon Park,3,1800.0,3.0,125.0
9937,Kothrud,2,940.0,2.0,44.0
9939,Laxmi Road,3,1530.0,3.0,71.0
9940,Lulla Nagar,2,1050.0,2.0,48.0
9941,Mahatma Gandhi Road,2,929.0,2.0,49.0
9943,Manik Bagh,3,1530.0,3.0,75.0
9944,Market yard,2,900.0,2.0,48.0
9945,Model colony,2,978.0,2.0,34.22
9947,Mundhawa,1,770.0,1.0,43.82
9948,Nagar Road,2,1066.0,2.0,55.0
9949,Nana Peth,1,635.0,1.0,28.0
9950,Narayan Peth,2,1015.0,2.0,45.0
9951,Narayangaon,2,1175.0,2.0,54.05
9952,Navi Peth,4,1200.0,4.0,130.0
9953,Padmavati,2,1188.0,2.0,50.0
9955,Pashan,1,620.0,1.0,25.0
9956,Paud Road,2,1210.0,2.0,75.0
9957,Pirangut,3,1000.0,3.0,90.0
9958,Prabhat Road,3,1500.0,2.0,99.0
9959,Pune Railway Station,4,1800.0,3.0,190.0
9960,Rasta Peth,2,1185.0,2.0,43.66
9961,Raviwar Peth,3,1600.0,3.0,130.0
9962,Sadashiv Peth,2,1100.0,2.0,28.0
9963,Sahakar Nagar,2,1300.0,2.0,69.23
9964,Salunke Vihar,2,1100.0,2.0,68.0
9965,Sasson Road,2,860.0,2.0,28.93
9966,Satara Road,2,1007.0,2.0,64.0
9967,Senapati Bapat Road,2,1100.0,2.0,48.0
9968,Shaniwar Peth,2,1187.0,2.0,38.0
9969,Shivaji Nagar,2,1150.0,2.0,72.0
9970,Shukrawar Peth,3,2400.0,3.0,252.0
9971,Sinhagad Road,2,1180.0,2.0,41.94
9972,Somwar Peth,3,1820.0,3.0,85.2
9976,Vadgaon Budruk,3,1430.0,3.0,70.0
9977,Wadgaon Sheri,2,700.0,2.0,40.0
9978,Viman Nagar,2,1200.0,1.0,70.0
9979,Vishrant Wadi,2,1165.0,2.0,40.77
9980,Wagholi,3,1569.0,3.0,118.0
9981,Wakadewadi,3,1950.0,4.0,95.0
9982,Wanowrie,2,1200.0,3.0,70.0
9983,Warje,3,2437.0,3.0,125.0
9984,Yerawada,2,950.0,2.0,46.7
9985,Alandi Road,3,1685.0,3.0,115.0
9987,Anandnagar,2,1314.0,2.0,110.0
9988,Aundh,3,1250.0,3.0,40.0
9989,Aundh Road,2,1130.0,2.0,68.0
9990,Balaji Nagar,6,1200.0,9.0,122.0
9993,Bhandarkar Road,3,2247.0,3.0,145.0
9994,Bhavani Peth,3,1550.0,3.0,85.0
9995,Bibvewadi,3,1715.0,2.0,100.0
9996,Bopodi,2,1053.0,2.0,53.0
9997,Budhwar Peth,3,1200.0,3.0,50.0
9999,Camp,5,2400.0,4.0,97.0
10000,Chandan Nagar,2,1245.0,1.0,60.0
10003,Dehu Road,3,1241.0,2.0,65.0
10006,Dhole Patil Road,2,1090.0,2.0,57.0
10007,Erandwane,3,1390.0,2.0,50.0
10010,Ganesh Peth,3,1100.0,2.0,52.97
10011,Ganeshkhind,2,1350.0,2.0,103.0
10012,Ghorpade Peth,2,800.0,2.0,55.0
10013,Ghorpadi,3,1787.0,3.0,116.0
10014,Gokhale Nagar,3,2400.0,3.0,220.0
10016,Guruwar peth,3,1691.0,3.0,93.01
10017,Hadapsar,4,2119.0,4.0,111.0
10018,Hadapsar Industrial Estate,3,2325.0,3.0,95.0
10020,Jangali Maharaj Road,3,1896.0,3.0,102.0
10021,Kalyani Nagar,3,1540.0,3.0,48.51
10022,Karve Nagar,2,1244.0,2.0,95.0
10023,Karve Road,3,1365.0,2.0,65.0
10024,Kasba Peth,1,580.0,1.0,27.5
10025,Katraj,3,1355.0,3.0,83.87
10027,Khadki,2,1513.0,2.0,62.0
10028,Kharadi,2,1175.0,2.0,41.13
10029,Kondhwa,3,2087.0,4.0,139.0
10030,Kondhwa Budruk,3,2273.0,3.0,145.0
10031,Kondhwa Khurd,3,2050.0,3.0,150.0
10032,Koregaon Park,2,1200.0,2.0,75.0
10033,Kothrud,2,1190.0,2.0,59.0
10035,Laxmi Road,2,1019.0,2.0,49.86
10036,Lulla Nagar,3,1830.0,3.0,133.0
10038,Mangalwar peth,2,1028.0,2.0,56.0
10039,Manik Bagh,2,1300.0,2.0,100.0
10040,Market yard,2,1160.0,2.0,67.0
10041,Model colony,3,1505.0,3.0,78.0
10042,Mukund Nagar,2,1250.0,2.0,55.55
10044,Nagar Road,2,1175.0,2.0,41.68
10045,Nana Peth,2,1100.0,2.0,57.6
10046,Narayan Peth,3,2159.0,3.0,120.0
10047,Narayangaon,2,1230.0,2.0,56.45
10051,Pashan,1,1200.0,1.0,48.0
10052,Paud Road,2,1340.0,2.0,71.0
10053,Pirangut,3,1750.0,2.0,89.0
10054,Prabhat Road,2,1400.0,2.0,100.0
10055,Pune Railway Station,3,1350.0,3.0,60.0
10056,Rasta Peth,3,1675.0,3.0,62.0
10057,Raviwar Peth,2,1340.0,2.0,66.33
10059,Sahakar Nagar,2,1276.0,2.0,76.0
10060,Salunke Vihar,3,1738.0,2.0,76.0
10061,Sasson Road,2,1190.0,2.0,59.9
10062,Satara Road,2,1128.0,2.0,65.45
10063,Senapati Bapat Road,2,1250.0,2.0,55.0
10064,Shaniwar Peth,2,1450.0,2.0,90.0
10065,Shivaji Nagar,2,1084.0,2.0,53.0
10066,Shukrawar Peth,4,2150.0,4.0,90.0
10069,Swargate,2,1250.0,2.0,65.0
10070,Tilak Road,3,2400.0,4.0,240.0
10071,Uruli Devachi,3,1304.0,3.0,65.0
10073,Wadgaon Sheri,2,980.0,2.0,77.44
10074,Viman Nagar,2,1275.0,2.0,49.5
10076,Wagholi,3,2500.0,4.0,140.0
10078,Wanowrie,3,2400.0,4.0,95.0
10080,Yerawada,3,1450.0,2.0,70.18
10081,Alandi Road,2,890.0,2.0,40.0
10082,Ambegaon Budruk,2,1340.0,2.0,85.0
10083,Anandnagar,3,1100.0,2.0,75.0
10084,Aundh,2,750.0,2.0,40.0
10086,Balaji Nagar,2,1300.0,2.0,66.0
10087,Baner,2,1301.0,2.0,120.0
10089,Bhandarkar Road,3,1900.0,2.0,92.0
10090,Bhavani Peth,2,1299.0,2.0,105.0
10091,Bibvewadi,3,1250.0,3.0,40.0
10093,Budhwar Peth,2,925.0,2.0,55.0
10095,Camp,2,1107.0,2.0,45.0
10097,Dapodi,2,1300.0,2.0,67.0
10098,Deccan Gymkhana,2,570.0,2.0,62.0
10099,Dehu Road,3,1715.0,3.0,95.0
10100,Dhankawadi,2,1200.0,2.0,55.0
10102,Dhole Patil Road,2,703.0,2.0,60.0
10103,Erandwane,2,921.0,2.0,29.47
10104,Fatima Nagar,2,1144.0,2.0,65.0
10105,Fergusson College Road,1,525.0,1.0,26.01
10106,Ganesh Peth,3,1400.0,2.0,56.0
10107,Ganeshkhind,1,661.0,1.0,33.0
10109,Ghorpadi,5,1200.0,5.0,70.0
10110,Gokhale Nagar,3,1705.0,3.0,91.0
10112,Guruwar peth,3,1430.0,2.0,55.0
10113,Hadapsar,2,1240.0,2.0,55.0
10114,Hadapsar Industrial Estate,3,1325.0,2.0,60.8
10115,Hingne Khurd,2,1230.0,2.0,44.0
10116,Jangali Maharaj Road,2,1000.0,2.0,28.0
10117,Kalyani Nagar,4,740.0,2.0,24.5
10118,Karve Nagar,3,1330.0,2.0,46.45
10121,Katraj,2,1243.0,2.0,46.0
10122,Khadaki,4,936.0,2.0,60.84
10123,Khadki,3,1500.0,2.0,100.0
10125,Kondhwa,2,1073.0,2.0,72.0
10126,Kondhwa Budruk,2,1300.0,2.0,56.0
10128,Koregaon Park,2,1065.0,2.0,30.75
10129,Kothrud,2,1216.0,2.0,66.88
10130,Law College Road,3,1252.0,3.0,59.0
10131,Laxmi Road,2,1196.0,2.0,44.8
10132,Lulla Nagar,2,1027.0,2.0,44.0
10134,Mangalwar peth,3,1270.0,2.0,57.15
10135,Manik Bagh,2,1171.0,2.0,39.0
10136,Market yard,3,1215.0,2.0,48.6
10137,Model colony,1,600.0,1.0,20.0
10138,Mukund Nagar,2,1180.0,2.0,77.0
10139,Mundhawa,2,1160.0,2.0,33.51
10141,Nana Peth,3,2140.0,3.0,139.0
10142,Narayan Peth,3,1500.0,3.0,100.0
10143,Narayangaon,2,1008.0,2.0,52.0
10144,Navi Peth,3,1921.0,4.0,129.0
10145,Padmavati,2,1127.0,2.0,32.0
10146,Parvati Darshan,3,1621.0,3.0,124.0
10148,Paud Road,3,1030.0,2.0,77.25
10149,Pirangut,2,1314.0,2.0,84.0
10150,Prabhat Road,3,1220.0,3.0,56.0
10152,Rasta Peth,3,1590.0,2.0,85.0
10153,Raviwar Peth,2,703.0,2.0,49.5
10154,Sadashiv Peth,3,1795.0,3.0,64.62
10157,Sasson Road,2,825.0,2.0,35.0
10159,Senapati Bapat Road,3,1254.0,2.0,70.0
10160,Shaniwar Peth,3,2040.0,3.0,114.0
10161,Shivaji Nagar,3,2215.0,4.0,154.0
10162,Shukrawar Peth,2,1478.0,2.0,125.0
10165,Swargate,3,1820.0,3.0,79.5
10166,Tilak Road,3,1623.0,3.0,89.0
10167,Uruli Devachi,2,1243.0,2.0,46.0
10168,Vadgaon Budruk,2,1200.0,2.0,40.5
10169,Wadgaon Sheri,3,1613.0,3.0,72.0
10170,Viman Nagar,2,1293.0,2.0,80.0
10171,Vishrant Wadi,2,1065.0,2.0,28.5
10172,Wagholi,2,940.0,2.0,69.57
10173,Wakadewadi,3,1181.0,2.0,65.0
10175,Warje,1,1100.0,2.0,75.0
10176,Yerawada,2,1050.0,2.0,36.0
10177,Alandi Road,3,1260.0,2.0,75.0
10179,Anandnagar,3,1500.0,3.0,56.0
10180,Aundh,6,1200.0,6.0,132.0
10181,Aundh Road,2,1000.0,2.0,66.0
10182,Balaji Nagar,3,1530.0,3.0,73.0
10183,Baner,2,1140.0,2.0,46.0
10184,Baner road,3,1864.0,3.0,115.0
10185,Bhandarkar Road,3,1575.0,3.0,55.0
10186,Bhavani Peth,3,1200.0,3.0,105.0
10187,Bibvewadi,2,945.0,2.0,45.0
10188,Bopodi,3,1691.0,3.0,100.0
10190,Bund Garden Road,3,1220.0,3.0,35.25
10191,Camp,1,600.0,1.0,35.0
10192,Chandan Nagar,2,1160.0,2.0,39.0
10193,Dapodi,3,1950.0,2.0,89.5
10194,Deccan Gymkhana,3,1650.0,3.0,85.0
10195,Dehu Road,4,2400.0,4.0,150.0
10196,Dhankawadi,2,795.0,1.0,32.6
10198,Dhole Patil Road,5,1400.0,5.0,97.0
10199,Erandwane,3,2285.0,4.0,165.0
10200,Fatima Nagar,2,1243.0,2.0,46.0
10201,Fergusson College Road,2,1263.0,2.0,51.5
10202,Ganesh Peth,5,1200.0,4.0,115.0
10203,Ganeshkhind,3,1345.0,2.0,69.0
10205,Ghorpadi,3,1360.0,2.0,58.0
10206,Gokhale Nagar,2,1026.0,2.0,60.55
10207,Gultekdi,2,1050.0,2.0,38.0
10208,Guruwar peth,3,1460.0,3.0,76.0
10209,Hadapsar,3,1525.0,2.0,91.48
10210,Hadapsar Industrial Estate,3,1843.0,3.0,85.0
10211,Hingne Khurd,2,1000.0,2.0,25.0
10212,Jangali Maharaj Road,3,1642.0,2.0,115.0
10213,Kalyani Nagar,3,1200.0,2.0,66.0
10214,Karve Nagar,2,975.0,2.0,60.0
10215,Karve Road,3,1075.0,2.0,44.0
10216,Kasba Peth,2,1210.0,2.0,77.93
10217,Katraj,3,2000.0,3.0,100.0
10218,Khadaki,2,1225.0,2.0,68.0
10219,Khadki,2,1290.0,2.0,80.04
10220,Kharadi,2,1220.0,2.0,56.0
10221,Kondhwa,1,1500.0,2.0,85.0
10222,Kondhwa Budruk,2,1361.0,2.0,79.0
10224,Koregaon Park,2,1394.0,2.0,85.0
10225,Kothrud,2,870.0,2.0,27.0
10227,Laxmi Road,2,1222.0,2.0,98.0
10228,Lulla Nagar,2,1420.0,2.0,99.39
10229,Mahatma Gandhi Road,3,1846.0,3.0,135.0
10231,Manik Bagh,2,1167.0,2.0,64.08
10232,Market yard,2,902.0,2.0,25.0
10233,Model colony,4,2422.0,4.0,135.0
10234,Mukund Nagar,2,1050.0,2.0,52.5
10235,Mundhawa,2,1000.0,2.0,50.0
10236,Nagar Road,2,1260.0,2.0,58.0
10238,Narayan Peth,2,939.0,2.0,39.0
10239,Narayangaon,9,1590.0,6.0,150.0
10240,Navi Peth,1,600.0,1.0,37.0
10241,Padmavati,2,1298.0,2.0,59.0
10242,Parvati Darshan,3,1710.0,3.0,135.0
10243,Pashan,2,1000.0,2.0,45.0
10246,Prabhat Road,2,1100.0,2.0,68.0
10247,Pune Railway Station,1,615.0,1.0,46.0
10248,Rasta Peth,2,1350.0,2.0,85.0
10252,Salunke Vihar,3,1718.0,3.0,130.0
10253,Sasson Road,3,1680.0,3.0,112.0
10254,Satara Road,2,1500.0,2.0,90.0
10255,Senapati Bapat Road,3,1157.0,2.0,72.0
10256,Shaniwar Peth,2,1179.0,2.0,51.0
10257,Shivaji Nagar,2,1315.0,2.0,60.48
10258,Shukrawar Peth,2,1105.0,2.0,28.18
10259,Sinhagad Road,3,1800.0,3.0,175.0
10260,Somwar Peth,2,1010.0,2.0,52.0
10261,Swargate,1,630.0,1.0,46.0
10262,Tilak Road,2,1200.0,2.0,36.1
10263,Uruli Devachi,2,1025.0,2.0,60.0
10264,Vadgaon Budruk,2,1195.0,2.0,59.0
10265,Wadgaon Sheri,2,1012.0,2.0,58.0
10266,Viman Nagar,3,1884.0,4.0,118.0
10267,Vishrant Wadi,2,1090.0,2.0,37.0
10268,Wagholi,3,1300.0,3.0,77.99
10270,Wanowrie,3,1710.0,3.0,85.0
10271,Warje,3,1500.0,3.0,68.0
10272,Yerawada,3,1310.0,2.0,53.0
10273,Alandi Road,2,674.0,1.0,19.9
10274,Ambegaon Budruk,3,1350.0,3.0,70.0
10275,Anandnagar,3,1464.0,2.0,115.0
10276,Aundh,3,715.0,2.0,29.0
10277,Aundh Road,3,1400.0,2.0,40.45
10278,Balaji Nagar,3,1625.0,2.0,48.75
10279,Baner,2,1065.0,2.0,30.76
10281,Bhandarkar Road,3,1385.0,3.0,90.0
10282,Bhavani Peth,2,1040.0,2.0,50.0
10283,Bibvewadi,3,1817.0,3.0,110.0
10284,Bopodi,2,1205.0,2.0,47.0
10285,Budhwar Peth,2,1070.0,2.0,33.43
10286,Bund Garden Road,2,1070.0,2.0,52.0
10287,Camp,2,1340.0,2.0,75.0
10288,Chandan Nagar,2,980.0,2.0,35.0
10289,Dapodi,2,1006.0,2.0,44.0
10290,Deccan Gymkhana,2,1098.0,2.0,71.0
10291,Dehu Road,2,1200.0,2.0,53.5
10293,Dhayari Phata,2,1019.0,2.0,62.0
10294,Dhole Patil Road,2,1150.0,2.0,40.21
10295,Erandwane,3,1733.5,3.0,120.0
10296,Fatima Nagar,2,1415.0,2.0,120.0
10297,Fergusson College Road,3,1750.0,3.0,58.0
10298,Ganesh Peth,3,1537.0,3.0,81.0
10299,Ganeshkhind,2,1050.0,2.0,45.0
10300,Ghorpade Peth,3,1452.0,3.0,55.6
10301,Ghorpadi,2,1246.0,2.0,95.0
10302,Gokhale Nagar,3,1890.0,4.0,85.0
10303,Gultekdi,2,972.0,2.0,40.0
10305,Hadapsar,4,1500.0,5.0,160.0
10306,Hadapsar Industrial Estate,1,630.0,1.0,33.7
10307,Hingne Khurd,8,1050.0,5.0,80.0
10308,Jangali Maharaj Road,3,1255.0,2.0,60.0
10309,Kalyani Nagar,4,1900.0,4.0,185.0
10310,Karve Nagar,3,2440.0,3.0,142.0
10311,Karve Road,3,1938.0,3.0,92.69
10312,Kasba Peth,3,1711.0,3.0,125.0
10314,Khadaki,2,1392.0,2.0,95.0
10315,Khadki,2,1225.0,2.0,77.0
10317,Kondhwa,3,1750.0,3.0,120.0
10318,Kondhwa Budruk,3,1260.0,2.0,80.0
10319,Kondhwa Khurd,1,691.0,1.0,31.1
10321,Kothrud,2,1285.0,2.0,78.0
10322,Law College Road,3,1590.0,3.0,96.0
10323,Laxmi Road,3,1571.0,3.0,65.0
10325,Mahatma Gandhi Road,2,1060.0,2.0,48.66
10326,Mangalwar peth,2,1255.0,2.0,58.0
10327,Manik Bagh,4,702.0,4.0,65.0
10328,Market yard,3,2400.0,2.0,185.0
10329,Model colony,3,1520.0,2.0,81.0
10330,Mukund Nagar,3,1530.0,2.69,70.99
10331,Mundhawa,2,1170.0,2.0,45.51
10332,Nagar Road,3,1580.0,3.0,75.0
10333,Nana Peth,3,1777.26,3.0,89.0
10334,Narayan Peth,2,1303.0,2.0,55.78
10335,Narayangaon,2,1680.0,2.0,59.0
10336,Navi Peth,3,1495.0,2.0,70.0
10337,Padmavati,3,1835.0,3.0,108.0
10338,Parvati Darshan,3,610.0,3.0,60.0
10339,Pashan,2,1080.0,2.0,38.0
10340,Paud Road,2,1025.0,2.0,29.61
10341,Pirangut,2,1225.0,2.0,67.48
10342,Prabhat Road,1,656.0,1.0,34.77
10343,Pune Railway Station,2,994.0,2.0,45.0
10344,Rasta Peth,2,1025.0,2.0,65.0
10345,Raviwar Peth,2,1156.0,2.0,52.0
10346,Sadashiv Peth,2,1250.0,2.0,60.0
10348,Salunke Vihar,3,1930.0,4.0,122.0
10349,Sasson Road,2,1020.0,2.0,70.0
10350,Satara Road,3,1310.0,2.0,70.0
10351,Senapati Bapat Road,1,612.5,1.0,27.565
10352,Shaniwar Peth,2,1322.0,2.0,70.0
10353,Shivaji Nagar,2,1160.0,2.0,57.0
10354,Shukrawar Peth,2,1100.0,2.0,48.0
10355,Sinhagad Road,3,1720.0,3.0,150.0
10356,Somwar Peth,3,1689.0,3.0,103.0
10357,Swargate,2,1090.0,2.0,47.42
10358,Tilak Road,2,2000.0,2.0,75.0
10359,Uruli Devachi,2,1155.0,2.0,69.0
10363,Vishrant Wadi,2,1125.0,2.0,39.98
10364,Wagholi,3,1847.0,3.0,92.0
10365,Wakadewadi,3,1515.0,2.0,76.0
10367,Warje,5,2500.0,3.0,120.0
10368,Yerawada,2,1130.0,2.0,55.0
10369,Alandi Road,2,1049.0,2.0,51.0
10371,Anandnagar,2,850.0,2.0,25.4
10372,Aundh,3,1842.0,3.0,115.0
10374,Balaji Nagar,2,1282.0,2.0,72.0
10375,Baner,2,800.0,2.0,40.0
10377,Bhandarkar Road,3,1190.0,2.0,30.35
10378,Bhavani Peth,3,1318.0,2.0,68.0
10379,Bibvewadi,2,1698.0,2.0,105.0
10380,Bopodi,3,2030.0,2.0,182.0
10381,Budhwar Peth,3,1276.0,2.0,31.9
10382,Bund Garden Road,3,1555.0,2.0,67.0
10383,Camp,3,1881.0,3.0,145.0
10385,Dapodi,3,1890.0,3.0,109.0
10387,Dehu Road,2,935.0,2.0,32.0
10388,Dhankawadi,2,1000.0,2.0,58.0
10389,Dhayari Phata,3,1510.0,3.0,75.0
10390,Dhole Patil Road,2,1120.0,2.0,50.0
10391,Erandwane,2,930.0,2.0,25.99
10392,Fatima Nagar,3,1160.0,2.0,42.0
10393,Fergusson College Road,2,1419.0,2.0,48.1
10394,Ganesh Peth,2,1175.0,2.0,62.0
10395,Ganeshkhind,3,1350.0,2.0,63.0
10397,Ghorpadi,2,996.0,2.0,24.9
10398,Gokhale Nagar,2,1076.0,2.0,30.13
10399,Gultekdi,4,2180.0,4.0,115.0
10400,Guruwar peth,3,1715.0,3.0,112.0
10401,Hadapsar,2,1072.0,2.0,45.0
10402,Hadapsar Industrial Estate,2,1230.0,2.0,80.0
10403,Hingne Khurd,3,1600.0,2.0,65.0
10404,Jangali Maharaj Road,3,1411.0,3.0,93.25
10406,Karve Nagar,3,2404.0,3.0,138.0
10409,Katraj,3,1208.0,3.0,45.0
10411,Khadki,2,1225.0,2.0,69.84
10412,Kharadi,2,1162.0,2.0,69.0
10413,Kondhwa,3,1262.0,2.0,65.0
10414,Kondhwa Budruk,2,1050.0,2.0,35.0
10415,Kondhwa Khurd,2,1160.0,2.0,33.51
10416,Koregaon Park,3,1500.0,3.0,61.95
10417,Kothrud,3,1610.0,3.0,85.0
10418,Law College Road,2,1340.0,2.0,41.0
10419,Laxmi Road,3,2275.0,4.0,182.0
10420,Lulla Nagar,2,1162.0,2.0,58.0
